Time,Lat,Long,SST,SSH,SS
2021-03-22 00:00:00.0000000,2,-78.83333588,28.668692,0.2273629,30.835901
2021-03-23 00:00:00.0000000,2,-78.83333588,28.52147,0.23071992,30.655844
2021-03-24 00:00:00.0000000,2,-78.83333588,28.759514,0.23621327,30.118717
2021-03-25 00:00:00.0000000,2,-78.83333588,28.763176,0.22156438,30.219429
2021-03-26 00:00:00.0000000,2,-78.83333588,28.31785,0.21851254,30.550554
2021-03-27 00:00:00.0000000,2,-78.83333588,28.101048,0.23010956,30.636005
2021-03-28 00:00:00.0000000,2,-78.83333588,28.142796,0.27741325,30.867947
2021-03-29 00:00:00.0000000,2,-78.83333588,28.198462,0.29206213,30.579546
2021-03-30 00:00:00.0000000,2,-78.83333588,28.29954,0.27863398,29.995117
2021-03-31 00:00:00.0000000,2,-78.83333588,28.237282,0.26520586,30.16297
2021-04-01 00:00:00.0000000,2,-78.83333588,28.01535,0.2679525,30.315561
2021-04-02 00:00:00.0000000,2,-78.83333588,28.240211,0.27161473,30.94119
2021-04-03 00:00:00.0000000,2,-78.83333588,28.071016,0.2758873,31.223488
2021-04-04 00:00:00.0000000,2,-78.83333588,28.038788,0.26917326,31.076998
2021-04-05 00:00:00.0000000,2,-78.83333588,27.76339,0.24109623,30.94119
2021-04-06 00:00:00.0000000,2,-78.83333588,27.847622,0.22797327,31.318094
2021-04-07 00:00:00.0000000,2,-78.83333588,28.061495,0.22400586,31.08005
2021-04-08 00:00:00.0000000,2,-78.83333588,27.939177,0.23163548,31.640064
2021-04-09 00:00:00.0000000,2,-78.83333588,28.005829,0.22949919,31.488998
2021-04-10 00:00:00.0000000,2,-78.83333588,28.231422,0.23071992,31.110569
2021-04-11 00:00:00.0000000,2,-78.83333588,28.511215,0.2890103,30.440687
2021-04-12 00:00:00.0000000,2,-78.83333588,28.535385,0.27405623,30.51088
2021-04-13 00:00:00.0000000,2,-78.83333588,28.213112,0.2969451,31.414228
2021-04-14 00:00:00.0000000,2,-78.83333588,28.082735,0.30152288,31.691946
2021-04-15 00:00:00.0000000,2,-78.83333588,28.049044,0.3173925,31.876583
2021-04-16 00:00:00.0000000,2,-78.83333588,28.229958,0.3582873,32.195503
2021-04-17 00:00:00.0000000,2,-78.83333588,28.36839,0.38178656,31.246376
2021-04-18 00:00:00.0000000,2,-78.83333588,28.232887,0.3912473,30.80691
2021-04-19 00:00:00.0000000,2,-78.83333588,27.847622,0.37202063,30.324717
2021-04-20 00:00:00.0000000,2,-78.83333588,27.980927,0.3540147,29.827265
2021-04-21 00:00:00.0000000,2,-78.83333588,28.22776,0.3588977,30.137028
2021-04-22 00:00:00.0000000,2,-78.83333588,28.304667,0.35493025,29.891354
2021-04-23 00:00:00.0000000,2,-78.83333588,28.39256,0.38331246,31.186865
2021-04-24 00:00:00.0000000,2,-78.83333588,28.303202,0.3930784,30.814539
2021-04-25 00:00:00.0000000,2,-78.83333588,28.462875,0.38605914,30.269783
2021-04-26 00:00:00.0000000,2,-78.83333588,28.285622,0.37171546,30.695517
2021-04-27 00:00:00.0000000,2,-78.83333588,28.275368,0.37934506,30.704672
2021-04-28 00:00:00.0000000,2,-78.83333588,28.110569,0.37965026,30.158392
2021-04-29 00:00:00.0000000,2,-78.83333588,28.029999,0.36591694,30.164495
2021-04-30 00:00:00.0000000,2,-78.83333588,27.882778,0.36744285,30.347607
2021-05-01 00:00:00.0000000,2,-78.83333588,27.738487,0.37842953,29.515976
2021-05-02 00:00:00.0000000,2,-78.83333588,27.803675,0.37659842,31.131931
2021-05-03 00:00:00.0000000,2,-78.83333588,27.86227,0.34882656,30.993073
2021-05-04 00:00:00.0000000,2,-78.83333588,28.06589,0.34699544,31.008331
2021-05-05 00:00:00.0000000,2,-78.83333588,28.2761,0.35676137,30.893887
2021-05-06 00:00:00.0000000,2,-78.83333588,28.465805,0.36927396,29.654835
2021-05-07 00:00:00.0000000,2,-78.83333588,28.484116,0.3744621,29.44731
2021-05-08 00:00:00.0000000,2,-78.83333588,28.46141,0.35676137,30.722984
2021-05-09 00:00:00.0000000,2,-78.83333588,28.480453,0.3457747,31.261635
2021-05-10 00:00:00.0000000,2,-78.83333588,28.50682,0.347911,31.340982
2021-05-11 00:00:00.0000000,2,-78.83333588,28.673086,0.3744621,31.644642
2021-05-12 00:00:00.0000000,2,-78.83333588,28.716301,0.37995544,31.705679
2021-05-13 00:00:00.0000000,2,-78.83333588,28.654041,0.37415692,31.522568
2021-05-14 00:00:00.0000000,2,-78.83333588,28.747063,0.38911098,31.630909
2021-05-15 00:00:00.0000000,2,-78.83333588,28.759514,0.4028443,31.653797
2021-05-16 00:00:00.0000000,2,-78.83333588,28.771233,0.40498063,31.646168
2021-05-17 00:00:00.0000000,2,-78.83333588,28.886227,0.39857173,31.611073
2021-05-18 00:00:00.0000000,2,-78.83333588,28.569078,0.39582506,31.035799
2021-05-19 00:00:00.0000000,2,-78.83333588,28.653309,0.36591694,30.983917
2021-05-20 00:00:00.0000000,2,-78.83333588,28.793207,0.3707999,30.545977
2021-05-21 00:00:00.0000000,2,-78.83333588,28.844479,0.36500138,30.753502
2021-05-22 00:00:00.0000000,2,-78.83333588,28.816645,0.37568286,31.351665
2021-05-23 00:00:00.0000000,2,-78.83333588,28.752922,0.37965026,31.60802
2021-05-24 00:00:00.0000000,2,-78.83333588,28.699453,0.38911098,31.516464
2021-05-25 00:00:00.0000000,2,-78.83333588,28.582994,0.42939544,31.28605
2021-05-26 00:00:00.0000000,2,-78.83333588,28.538315,0.43092135,31.284525
